COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT
1516600049117,04/07/2017,true,false,PADERNO DUGNANO,,51,104,7,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,PADERNO DUGNANO,Via Sondrio 33,2,,45.57172794261075,9.195838170933316,"(45.57172794261075, 9.195838170933316)",E,1998,98.09,98.09,371.2,371.2,true,true,false,true,false,false,red,green,false,D,152.65,"B (80,76)",,4.49,29.64,936.37,1259.72,0,0,0,0,0,0,0,0,0,0,0,0,D,138.57,,,,,,,2,Fabbricato - involucro trasparente,No,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,64.5,7,138.57,0,,235.78,0.64,72.96,0.01,0,Generatore a combustione,FL05P42871810603,Gas naturale,24.6,,,,0.66,0,110.4,Pompa di calore,Energia elettrica,5,,,,0.52,4.49,18.61,Generatore a combustione,Gas naturale,24.6,0.67,0,23.63,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Simone Colombo,Diploma di geometra,Collegio dei geometri
1406100025317,04/07/2017,false,true,SONDRIO,,32,726,209,false,false,E.5,false,true,false,50,false,false,true,false,false,false,,Lombardia,SONDRIO,VIA FELICE CAVALLOTTI SNC,TERRA,,46.17178800449079,9.87156004928413,"(46.17178800449079, 9.87156004928413)",E,1961-1976,18,0,94.5,0,true,false,false,true,true,false,red,red,false,D,321.33,"B (200,46)",,42.93,66.82,1644.21,246.98,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,10,6,273.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,39.8,0.42,98.52,0.34,0.5,Generatore a combustione,,Gas naturale,746.8,Generatore a combustione,Gas naturale,600,0.69,0.01,143.24,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.5,0,2.43,10.07,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0.36,,40.5,168.03,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1619800054015,12/11/2015,true,false,SERIATE,,9,9031,5,false,false,E.1(1),false,true,false,4,false,true,false,false,false,false,,Lombardia,SERIATE,VIA SONDRIO 12,,,,,,E,1977-1992,158.64,0,429.35,0,true,false,false,true,false,false,red,yellow,false,G,236.33,"B (57,0)",,0,44.97,0,3592.11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,Impianto climatizzazione - inverno,No,8,9,176.34,,,,,,,,,,,,,,,,,,,,,,,,,0,,219.64,0.51,123.55,0,0.14,Generatore a combustione,,Gas naturale,27.7,,,,0.58,0,213.5,,,,,,,0,0,0,Generatore a combustione,Gas naturale,27.7,0.66,0,22.83,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,GILBERTO BELOTTI,Diploma di geometra,Collegio dei geometri
1406100025517,05/07/2017,true,false,SONDRIO,,43,213,15,false,false,E.1(1),false,true,false,3,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Malta 6,Primo,,46.17040105797286,9.881189937296156,"(46.17040105797286, 9.881189937296156)",E,1961-1976,83.75,0,329.6,0,true,false,false,true,false,false,red,yellow,false,F,225.2,"B (67,62)",,1.86,43.1,331.27,1745.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,134.36,0.41,168.78,0.02,0.34,Generatore a combustione,,Gas naturale,24,,,,0.84,1.77,201.1,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24,0.76,0.09,24.1,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Franco Marchini,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100025817,10/07/2017,true,false,SONDRIO,,39,132,12,false,false,E.1(1),false,true,false,1,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Valeriana 41,Primo,,46.16561159280125,9.848713718423413,"(46.16561159280125, 9.848713718423413)",E,1977-1992,43.7,0,164.54,0,true,false,false,true,false,false,red,yellow,false,G,538.18,"B (95,62)",,2.79,102.78,259.57,2204.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,170.39,1.04,289.4,0.01,0.72,Generatore a combustione,,Gas naturale,28,,,,0.56,2.77,512.33,,,,,,,0,0,0,Generatore a combustione,Gas naturale,28,0.79,0.02,25.85,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Franco Marchini,Diploma di laurea in ingegneria,Ordine degli ingegneri
1404900001417,14/07/2017,true,false,SONDRIO,,12,79,6,false,false,E.1(1),false,true,false,7,false,true,false,false,false,false,,Lombardia,PIATEDA,VIA  TAMBARINI 6,,,46.16149393602179,9.91309934997996,"(46.16149393602179, 9.91309934997996)",F,1977-1992,79.02,0,327.95,0,true,false,false,true,false,false,red,green,false,G,242.26,"B (65,16)",,1.33,46.27,222.82,1792.58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,157.71,0.48,146.74,0.02,0.13,Generatore a combustione,,Gas naturale,24,,,,0.63,1.31,233.58,,,,,,,0,0,0,Generatore a combustione,Gas naturale,8,2.14,0.02,8.69,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,SERGIO CARNAZZOLA,Diploma di geometra,
1406100026817,14/07/2017,false,true,SONDRIO,,33,186,14,false,false,E.5,false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Damiano Chiesa snc,T,,46.16962098029142,9.872995861854072,"(46.16962098029142, 9.872995861854072)",E,1946-1960,17,0,94.7,0,true,false,false,true,true,false,red,red,false,G,428.57,"B (107,49)",,4.53,82.15,163.79,667.46,0,0,0,0,0,0,0,0,0,0,0,0,F,318.25,1,Fabbricato - involucro opaco,Si,2.5,9,318.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,2.5,9,318.25,0,,41.96,0.44,276.37,0.09,0.36,Generatore a combustione,,Gas naturale,400,,,,0.67,0,409.78,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.2,0.34,1.71,7.09,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,2.82,11.7,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Daniele Marchioro,Diploma di geometra,Collegio dei geometri
1406100026417,13/07/2017,true,false,SONDRIO,,40,174,74,false,false,E.1(1),false,true,false,25,false,false,true,false,false,false,,Lombardia,SONDRIO,Viale dello Stadio 4/22,primo,,46.168449988705866,9.858987609778305,"(46.168449988705866, 9.858987609778305)",E,1977-1992,44.6,0,168.29,0,true,false,false,true,false,false,red,red,false,D,76.04,"A3 (22,25)",,0,14.47,0,324.93,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,41.06,0.24,35.54,0.03,0.41,Generatore a combustione,,Gas naturale,352,,,,1.14,0,31.17,,,,,,,0,0,0,Generatore a combustione,Gas naturale,352,0.46,0,44.86,,,,,,,Solare termico,Solare termico,40.16,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100026617,13/07/2017,true,false,SONDRIO,,54,84,10,false,false,E.1(1),true,false,false,7,false,false,true,false,false,false,,Lombardia,SONDRIO,via Tonale 29/I,,,46.166755156025005,9.877873642175786,"(46.166755156025005, 9.877873642175786)",E,2006,76.1,0,205.47,0,true,false,false,true,false,false,green,green,false,D,218.76,"B (116,19)",,0.65,41.71,105.91,1575.29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227.44,1.11,54.4,0,0,Generatore a combustione,,Gas naturale,26.6,,,,35.45,0.43,1.53,,,,,,,0,0,0,Generatore a combustione,Gas naturale,14,0.09,0.23,217.23,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Gabriele Donizetti,Diploma di geometra,
1406100025917,11/07/2017,false,true,SONDRIO,/,42,131,6,false,false,E.5,false,true,false,33,false,false,true,false,false,false,,Lombardia,SONDRIO,VIA R. BONFADINI 13,T,,46.16754197929048,9.871872137482661,"(46.16754197929048, 9.871872137482661)",E,1961-1976,62,0,241.2,0,true,false,false,false,true,false,red,red,false,E,519.96,"B (272,04)",,40.65,124.21,5362.75,0,0,0,1714.86,0,0,0,0,0,0,0,0,0,C,308.63,1,Fabbricato - involucro opaco,No,10,7,438.12,2,Fabbricato - involucro trasparente,No,10,7,388.55,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,10,6,308.63,0,,106.35,0.44,261.57,0.07,1.1,Generatore di aria calda,KR5LK13548440903,Gasolio e olio combustibile,339,,,,0.74,0.15,351.94,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1.24,,40.5,168.03,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,GIANLUIGI BETTINI,Diploma di geometra,Collegio dei geometri
1406100026317,13/07/2017,true,false,SONDRIO,,34,434,34,false,false,E.1(1),false,true,false,18,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA LUSARDI 59,PRIMO,,46.174702242464136,9.88259757923704,"(46.174702242464136, 9.88259757923704)",E,1977-1992,89.76,0,325.59,0,true,false,false,true,false,false,red,yellow,false,F,153.85,"B (54,75)",,0,29.28,0,1323.18,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,10,8,122.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,103.57,0.32,62.52,0.02,0.18,Generatore a combustione,,Gas naturale,24,,,,0.62,0,100.55,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24,0.34,0,53.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100026017,11/07/2017,true,false,SONDRIO,,22,971,1,false,false,E.1(1),true,false,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA PRIVATA FOSSATI 16,INTERRATO - TERRA - PRIMO,,46.176573395141986,9.873960579056646,"(46.176573395141986, 9.873960579056646)",E,1977-1992,156.69,0,641.74,0,true,false,false,true,false,false,red,yellow,false,E,207.84,"B (86,69)",,0.66,39.64,220.74,3079.05,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,10,7,149.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,429.6,0.67,151.34,0.02,0.23,Generatore a combustione,,Gas naturale,28.4,,,,0.8,0.66,188.44,,,,,,,0,0,0,Generatore a combustione,Gas naturale,28.4,0.82,0,19.4,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100026917,14/07/2017,false,true,SONDRIO,,33,212,52,false,false,E.5,false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Trieste 49,T,,46.170143471463,9.876167446112193,"(46.170143471463, 9.876167446112193)",E,1961-1976,13,0,76.6,0,true,false,false,false,true,false,red,red,false,G,471.9,"B (96,46)",,2.82,90.17,78,573.21,0,0,0,0,0,0,0,0,0,0,0,0,G,380.24,1,Fabbricato - involucro opaco,Si,2.2,10,380.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,2.2,10,380.24,0,,31.76,0.41,278.11,0.11,0.36,Generatore a combustione,,Gas naturale,420,,,,0.6,0,460.2,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,2.82,11.7,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Daniele Marchioro,Diploma di geometra,Collegio dei geometri
1406100026717,14/07/2017,false,true,SONDRIO,,33,186,13,false,false,E.5,false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Damiano Chiesa snc,T,,46.16962098029142,9.872995861854072,"(46.16962098029142, 9.872995861854072)",E,1946-1960,23,0,111.4,0,true,false,false,true,true,false,red,red,false,G,367.3,"B (105,51)",,4.53,70.49,221.59,768.02,0,0,0,0,0,0,0,0,0,0,0,0,F,273.98,1,Fabbricato - involucro opaco,Si,2.5,9,273.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,2.5,9,273.98,0,,48.16,0.43,234.74,0.06,0.36,Generatore a combustione,,Gas naturale,400,,,,0.67,0,348.51,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.2,0.34,1.71,7.09,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,2.82,11.7,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Daniele Marchioro,Diploma di geometra,Collegio dei geometri
1509800023917,12/07/2017,true,false,CUSANO MILANINO,,7,211,722,false,false,E.1(1),false,true,false,32,false,true,false,false,false,false,,Lombardia,CUSANO MILANINO,Via Sondrio 5,,,45.55165806726379,9.185032608157744,"(45.55165806726379, 9.185032608157744)",E,1961-1976,90.02,0,362.97,0,true,false,false,true,false,false,red,yellow,false,G,255.18,"B (68,89)",,0.21,48.59,40.67,2193.39,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,5,9,222.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,235.61,0.65,163.4,0.02,0.16,Generatore a combustione,ZM6AN59316769903,Gas naturale,383,,,,0.71,0.21,231.36,,,,,,,0,0,0,Scalda-acqua,Gas naturale,25,0.68,0,23.82,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Matteo Borghi,Laurea magistrale in ingegneria,
1509800023817,12/07/2017,true,false,CUSANO MILANINO,,7,211,723,false,false,E.1(1),false,true,false,32,false,true,false,false,false,false,,Lombardia,CUSANO MILANINO,Via Sondrio 5,,,45.55165806726379,9.185032608157744,"(45.55165806726379, 9.185032608157744)",E,1961-1976,80.27,0,306.44,0,true,false,false,true,false,false,red,yellow,false,E,108.99,"B (43,28)",,0.08,20.75,14.18,835.61,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,5,8,93.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,76.46,0.25,59.68,0.02,0.17,Generatore a combustione,ZM6AN59316769903,Gas naturale,383,,,,0.71,0.08,84.37,,,,,,,0,0,0,Scalda-acqua,Gas naturale,25,0.68,0,24.62,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Matteo Borghi,Laurea magistrale in ingegneria,
1406100026517,13/07/2017,true,false,SONDRIO,,40,174,75,false,false,E.1(1),false,true,false,25,false,false,true,false,false,false,,Lombardia,SONDRIO,Viale dello Stadio 4/22,primo,,46.168449988705866,9.858987609778305,"(46.168449988705866, 9.858987609778305)",E,1977-1992,32.1,0,126.53,0,true,false,false,true,false,false,red,red,false,D,97.14,"A3 (25,73)",,0,18.48,0,298.77,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37.73,0.3,51.05,0.03,0.41,Generatore a combustione,,Gas naturale,352,,,,1.13,0,45.22,,,,,,,0,0,0,Generatore a combustione,Gas naturale,352,0.37,0,51.93,,,,,,,Solare termico,Solare termico,40.16,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100026217,12/07/2017,true,false,SONDRIO,,32,136,13,false,false,E.1(1),false,true,false,4,false,false,true,false,false,true,Annuncio commerciale,Lombardia,SONDRIO,VIA  SCARPATETTI 64,,,46.17370242768303,9.874128339149697,"(46.17370242768303, 9.874128339149697)",E,Prima del 1930,53.81,0,220.75,0,true,false,false,true,false,false,red,yellow,false,G,414.99,"B (81,47)",,1.94,79.22,222.58,2097.98,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,161.53,0.73,259.13,0.02,0.15,Generatore a combustione,,Gas naturale,24,,,,0.64,1.92,404.86,,,,,,,0,0,0,Generatore a combustione,Gas naturale,8,2.1,0.02,10.13,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,SERGIO CARNAZZOLA,Diploma di geometra,
1406100027217,17/07/2017,true,false,SONDRIO,,32,709,8,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Stelvio 13,3,,46.170942986053824,9.878215426421944,"(46.170942986053824, 9.878215426421944)",E,1961-1976,94.8,0,334.4,0,true,false,false,true,false,false,red,yellow,false,G,319.54,"B (77,39)",,0,60.8,0,2902.42,0,0,0,0,0,0,0,0,0,0,0,0,G,304.24,,,,,,,,,,,,,3,Impianto climatizzazione - inverno,No,2.4,10,304.24,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,2.4,10,304.24,0,,209.63,0.63,199.68,0.02,0.41,Generatore a combustione,,Gas naturale,325,,,,0.68,0,295.42,,,,,,,0,0,0,Scalda-acqua,Gas naturale,12,0.73,0,24.12,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Daniele Marchioro,Diploma di geometra,Collegio dei geometri
1406100027417,20/07/2017,true,false,SONDRIO,,52,302,53,false,false,E.1(1),false,true,false,36,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Don Luigi Guanella 46,4,,46.16314104892732,9.863376889030368,"(46.16314104892732, 9.863376889030368)",E,1977-1992,89.8,0,303,0,true,false,false,true,false,false,red,yellow,false,F,147.68,"B (55,27)",,0,28.1,0.7,1270.5,0,0,0,0,0,0,0,0,0,0,0,0,C,81.84,1,Fabbricato - involucro opaco,Si,18.7,7,109.38,2,Fabbricato - involucro trasparente,No,29.8,8,119.43,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,23.7,6,81.84,0,,77.35,0.26,83.11,0.01,0.23,Generatore a combustione,TS00R17887961203,Gas naturale,275.5,,,,0.81,0,102.44,,,,,,,0,0,0,Scalda-acqua,Gas naturale,19.2,0.4,0,45.24,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Giorgio Micheletti,Laurea magistrale in ingegneria,Ordine degli ingegneri
1406100027117,17/07/2017,true,false,SONDRIO,,15,679,0,false,false,E.1(1),true,false,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,FRAZIONE PONCHIERA 105,TERRA,,46.18082474942364,9.871429189099992,"(46.18082474942364, 9.871429189099992)",E,1930-1945,26.13,0,104.48,0,true,false,false,true,false,false,red,yellow,false,F,307.61,"A3 (54,33)",,32.83,58.91,160,740.24,0,0,0,0,0,0,0,782,0,0,0,0,,,1,Fabbricato - involucro opaco,No,10,8,267.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,125.08,1.2,226.77,0.02,0.16,Generatore a combustione,,Gas naturale,24,,,,0.77,0,295.67,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24,1.95,32.83,11.94,,,,,,,Solare termico,Solare termico,6,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100027317,20/07/2017,true,false,SONDRIO,,41,215,7,false,false,E.1(1),false,true,false,50,false,false,true,false,false,false,,Lombardia,SONDRIO,via Mazzini 69,,,46.16811117380716,9.865080878009817,"(46.16811117380716, 9.865080878009817)",E,1961-1976,64.7,0,232.71,0,true,false,false,true,false,false,red,yellow,false,F,197.13,"C (81,76)",,13.48,39.29,1855.23,875.41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,77.77,0.33,105.44,0.02,0.43,Generatore a combustione,,Gas naturale,590,,,,0.75,0.02,141.3,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.2,0.36,13.46,55.83,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Fabio Galli,Laurea magistrale in ingegneria,Ordine degli ingegneri
