COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT
1514601281216,05/05/2016,false,true,MILANO,,228,63,10,false,false,E.1(1),false,true,false,29,false,true,false,false,false,false,,Lombardia,MILANO,VIALE SONDRIO 2,1,,45.48998005961296,9.200971058233002,"(45.48998005961296, 9.200971058233002)",E,1946-1960,55.29,0,252.6,0,true,false,false,true,true,false,red,green,false,F,468.62,"B (170,4)",,24.16,92.37,2842.56,1951.41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,114.37,0.45,175.16,0,0,Generatore a combustione,,Gas naturale,210,,,,0.51,0.9,343.45,,,,,,,0,0,0,Scalda-acqua,Gas naturale,15,0.08,0,28.63,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1.05,,23.27,96.54,,,,,,,,,,,,,true,true,false,false,true,false,ANDREA LUCENTE,Diploma di geometra,Collegio dei geometri
1406100026416,07/07/2016,false,true,SONDRIO,,41,365,83,false,false,E.5,false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA BONFADINI SNC,SEMINTERRATO,,46.16713935183056,9.87102897190006,"(46.16713935183056, 9.87102897190006)",E,1961-1976,56.6,0,275.26,0,true,false,false,false,true,false,red,green,false,D,560.55,"B (291,52)",,45.8,112.72,5515.67,2009.32,0,0,0,0,0,0,0,0,0,0,0,0,A2,223.43,1,Fabbricato - involucro opaco,No,10,4,244.74,2,Fabbricato - involucro trasparente,No,10,7,538.64,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,10,3,223.43,0,,215.07,0.78,271.54,0,0,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0,370.52,,,,,,,0,0,0,Impianto simulato in quanto assente,Gas naturale,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1.13,,45.8,190.03,,,,,,,,,,,,,true,true,false,false,true,false,GIANNI SCARAFONI,Diploma di geometra,Collegio dei geometri
1406100023117,21/06/2017,true,false,SONDRIO,,52,108,13,false,false,E.1(1),false,true,false,20,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Ezio Vanoni 78/B,Seminterrato,,46.16297446265922,9.86793970129796,"(46.16297446265922, 9.86793970129796)",E,1977-1992,48.3,0,149.7,0,true,false,false,true,false,false,red,red,false,D,85.24,"B (45,96)",,0,16.22,0,394.49,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,47.98,0.32,38.87,0.06,0.32,Generatore a combustione,,Gas naturale,114.3,,,,0.81,0,47.92,,,,,,,0,0,0,Generatore a combustione,Gas naturale,114.3,0.58,0,37.33,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100013916,07/04/2016,true,false,SONDRIO,,43,660,11,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Nani 40/A,3,,46.16860392734429,9.884532636594567,"(46.16860392734429, 9.884532636594567)",E,1992,88.98,0,324.21,0,true,false,false,true,false,false,red,green,false,E,110.97,"B (48,29)",,0,21.12,0,946.04,0,0,0,0,0,0,0,0,0,0,0,0,D,79.91,,,,,,,2,Fabbricato - involucro trasparente,No,27,7,91.01,3,Impianto climatizzazione - inverno,No,30.9,8,97.14,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,35.7,7,79.91,0,,51.68,0.16,62.13,0,0.03,Generatore a combustione,,Gas naturale,24,,,,0.69,0,89.49,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24,0.84,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Dario Benetti,Diploma di laurea in architettura,Ordine degli architetti
1406100012017,10/04/2017,true,false,SONDRIO,,49,69,4,false,false,E.1(1),false,true,false,31,false,false,false,false,false,true,Ristrutturazione impianto,Lombardia,SONDRIO,VIA MAFFEI 90,Primo,,46.16390851837835,9.860687835127553,"(46.16390851837835, 9.860687835127553)",E,1961-1976,102.76,0,391.5,0,true,false,false,true,false,false,red,yellow,false,E,178.92,"B (75,25)",,0.26,34.08,57.45,1750.84,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,15,7,149.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,253.81,0.65,137.63,0.06,0.12,Generatore a combustione,,Gas naturale,349,,,,0.86,0.25,160.6,,,,,,,0,0,0,Generatore a combustione,Gas naturale,349,0.95,0.02,18.31,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100018817,15/05/2017,true,false,SONDRIO,,51,651,51,false,false,E.1(1),false,true,false,46,true,false,false,false,false,false,,Lombardia,SONDRIO,Via Scamozzi 3,,,46.166575157809916,9.862110008847003,"(46.166575157809916, 9.862110008847003)",E,Dopo il 2006,52.58,0,210.84,0,true,false,false,true,false,false,yellow,yellow,false,A1,58.74,"A2 (43,97)",,6.35,11.83,551.96,192.78,0,0,0,0,0,0,74,0,0,0,0,0,,,,,,,,,,,,,,,3,Impianto climatizzazione - inverno,No,10,1,12.53,,,,,,,,,,,,,,,,,,,,,,,,,91.01,elettricità,76.18,0.36,26.58,0.07,0.01,Generatore a combustione,,Gas naturale,120,Generatore ad effetto joule,Energia elettrica,0.7,0.77,5.43,34.5,,,,,,,0,0,0,Generatore a combustione,Gas naturale,120,0.89,0.92,24.23,,,,,,,Fotovoltaico,Energia elettrica,0.19,,,,Solare termico,Solare termico,27.6,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Chiara Trezzi,Laurea magistrale in ingegneria,Ordine degli ingegneri
1406100000816,13/01/2016,true,false,SONDRIO,,39,258,6,false,false,E.1(1),true,false,false,1,false,false,false,true,false,true,Incentivi fiscali,Lombardia,SONDRIO,Via Valeriana 62,,,46.165755898169515,9.846937580016228,"(46.165755898169515, 9.846937580016228)",E,1961-1976,169.9,0,213.63,0,true,false,false,true,false,false,yellow,green,false,B,59.27,"B (57,74)",,1.1,11.42,396.09,890.87,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,417.33,1.95,31.53,0.03,0.04,Generatore a combustione,,Gas naturale,23.6,,,,0.77,1.03,40.75,,,,,,,0,0,0,Generatore a combustione,Gas naturale,26,0.84,0.06,18.52,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Carlo Graneroli,Laurea magistrale in ingegneria,Ordine degli ingegneri
1406100015416,26/04/2016,true,false,SONDRIO,,32,420,15,false,false,E.1(1),false,true,false,22,false,true,false,false,false,false,,Lombardia,SONDRIO,Piazzetta Gualzetti 7,primo,,46.17237343438623,9.871622671479384,"(46.17237343438623, 9.871622671479384)",E,1961-1976,41.19,0,50.12,0,true,false,false,true,false,true,red,green,false,F,108.42,"B (34,68)",,0,20.63,0,427.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,44.61,0.89,28.81,0.01,0.05,Generatore a combustione,,Gas naturale,4.69,,,,0.82,0,35.21,,,,,,,0,0,0,Generatore a combustione,Gas naturale,4.69,0.27,0,73.21,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100038416,27/10/2016,false,true,SONDRIO,,49,73,42,false,false,E.5,false,true,false,53,false,false,true,false,false,false,,Lombardia,SONDRIO,LARGO SINDELFINGEN SNC,T - 1,,46.16391556194743,9.862249153680562,"(46.16391556194743, 9.862249153680562)",E,1977-1992,205.5,0,701.6,0,true,false,false,true,true,false,red,red,false,C,371.53,"B (276,48)",,48.5,77.11,21205.32,3353.4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,440.58,0.63,152.63,0.05,0.71,Generatore a combustione,KL5O021516435503,Gas naturale,900,,,,0.88,0.93,174.15,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,4.1,,47.57,197.38,,,,,,,,,,,,,true,true,false,false,true,false,DENIA PARUSCIO,Diploma di geometra,Collegio dei geometri
1406100002117,03/02/2017,true,false,SONDRIO,,41,160,4,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Tremoggie snc,1,,46.16875829095079,9.865876165443046,"(46.16875829095079, 9.865876165443046)",E,1960,109.95,0,406.25,0,true,false,false,true,false,false,red,green,false,F,209.93,"C (85,25)",,11.96,41.53,2798.3,1688.68,0,0,0,0,0,0,0,0,0,0,0,0,E,145.97,1,Fabbricato - involucro opaco,Si,6.4,8,145.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,6.4,8,145.97,0,,136.65,0.34,123.05,0.02,0.09,Generatore a combustione,,Gas naturale,98.8,,,,0.77,0,160.3,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.2,0.34,11.96,49.63,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Daniele Galeano,Laurea magistrale in architettura,Ordine degli architetti
1406100051215,23/12/2015,true,false,SONDRIO,,41,50,8,false,false,E.1(1),false,true,false,21,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA EZIO PAROLO 38,PIANO SECONDO,,46.16755869333558,9.865979365585497,"(46.16755869333558, 9.865979365585497)",E,1961-1976,78.19,0,275.34,0,true,false,false,true,false,false,red,green,false,G,277.89,"D (89,3)",,12.44,54.52,2068.87,1695.33,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,10,8,145.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,108.01,0.39,164.17,0.01,0,Generatore a combustione,,Gas naturale,311,,,,0.73,0.02,226.4,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.5,0.36,12.41,51.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1507600003117,03/02/2017,true,false,CESATE,,14,918,713,false,false,E.1(1),false,true,false,1,false,false,false,false,true,false,,Lombardia,CESATE,VIA SONDRIO 6,S,,45.592438796065764,9.076432404163302,"(45.592438796065764, 9.076432404163302)",E,Dopo il 2006,71,0,255.2,0,true,false,false,true,false,false,red,green,false,D,99.23,"B (56,84)",,0,18.88,0,675.07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,153.3,0.6,68.57,0.02,0,Generatore a combustione,,Gas naturale,26.6,,,,0.87,0,78.7,,,,,,,0,0,0,Generatore a combustione,Gas naturale,26.6,0.86,0,20.54,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,ROBERTO GREGORIO,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100028316,26/07/2016,true,false,SONDRIO,,32,173,8,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,Vicolo San Siro 7,,,46.17301858035941,9.872540491496418,"(46.17301858035941, 9.872540491496418)",E,1940,33.1,0,99.3,0,true,false,false,true,false,false,red,green,false,F,102.95,"D (52,48)",,24.48,22.83,1724.2,4.36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,27.42,0.28,9.1,0.03,0.09,Generatore di aria calda,,Gas naturale,5.23,,,,6.45,0.01,1.41,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1200,0.18,24.47,101.54,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100017416,11/05/2016,true,false,SONDRIO,,20,783,3,false,false,E.1(1),false,true,false,2,false,false,true,false,false,false,,Lombardia,SONDRIO,Frazione Mossini Via Aschieri 126,terreno,,46.18091137361782,9.864179900953356,"(46.18091137361782, 9.864179900953356)",E,2011,41.78,0,198.36,0,true,false,false,true,false,false,red,green,false,F,170.03,"B (51,25)",,0,32.35,0,680.65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,81.64,0.41,92.06,0.01,0.08,Generatore a combustione,,Gas naturale,34.8,,,,0.63,0,145.44,,,,,,,0,0,0,Generatore a combustione,Gas naturale,34.8,0.81,0,24.59,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100011216,19/03/2016,true,false,SONDRIO,,43,81,20,false,false,E.1(1),false,true,false,20,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Gorizia 16,4,,46.169837614009836,9.878200811963433,"(46.169837614009836, 9.878200811963433)",E,1962,100.5,0,368,0,true,false,false,true,false,false,red,yellow,false,G,202.46,"C (77,05)",,12.23,48.73,2615.07,0,0,0,1200.51,0,0,0,0,0,0,0,0,0,C,80.77,1,Fabbricato - involucro opaco,Si,6,8,122.06,2,Fabbricato - involucro trasparente,No,8,9,167.4,3,Impianto climatizzazione - inverno,No,4,9,169.73,,,,,,,,,,,,,,,,,,,7,Cumulativo,Si,6,6,80.77,0,,127.72,0.35,98.06,0.02,0.77,Generatore a combustione,IW6WD15754273503,Gasolio e olio combustibile,315,,,,0.65,0,151.72,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.2,0.34,12.23,50.74,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Luca Failoni,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100005117,27/02/2017,false,true,SONDRIO,,32,503,9,false,true,E.4(3),false,true,false,5,false,true,false,false,false,false,,Lombardia,SONDRIO,piazzetta Rusconi Pietro Martire 8,,,46.171672522360154,9.870817476033212,"(46.171672522360154, 9.870817476033212)",E,Prima del 1930,56.36,0,227.6,0,true,false,false,true,true,false,yellow,green,false,C,762.88,"B (612,26)",,26.05,148.61,3123.6,3535.97,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,Fabbricato - involucro trasparente,No,10,5,692.38,3,Impianto climatizzazione - inverno,No,5,5,689.28,,,,,,,5,Altri impianti,No,3,7,403.03,,,,,,,,,,,,,0,,126.09,0.55,447.68,0,0,Generatore a combustione,,Gas naturale,28,,,,0.75,1.88,594.22,,,,,,,0,0,0,Generatore a combustione,Gas naturale,28,0.93,0.22,69.28,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0.97,,23.95,99.38,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Matteo Negri,Diploma di laurea in architettura,Ordine degli architetti
1406100031316,14/09/2016,false,true,SONDRIO,,32,726,195,false,false,E.5,false,true,false,50,false,false,true,false,false,false,,Lombardia,SONDRIO,GALLERIA CAMPELLO SNC,TERRA,,46.17178800449079,9.87156004928413,"(46.17178800449079, 9.87156004928413)",E,1961-1976,124,0,510.1,0,true,false,false,true,true,false,red,red,false,E,463.23,"B (217,22)",,44.93,94.09,11854.51,3288.74,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,Fabbricato - involucro trasparente,No,10,7,352.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,259.07,0.51,189.29,0.14,0.5,Generatore a combustione,,Gas naturale,746.8,Generatore a combustione,Gas naturale,600,0.68,0.01,276.86,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,1.5,0,0.35,1.46,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,2.48,,44.57,184.91,,,,,,,,,,,,,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100025716,05/07/2016,true,false,SONDRIO,,34,434,30,false,false,E.1(1),false,true,false,1,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Lusardi 57,4,,46.174702242464136,9.88259757923704,"(46.174702242464136, 9.88259757923704)",E,1992,65.2,0,273.49,0,true,false,false,true,false,false,red,green,false,F,312.65,"B (94,17)",,0,59.49,0,1953.13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,Impianto climatizzazione - inverno,No,8.5,8,218.36,,,,,,,,,,,,,,,,,,,,,,,,,0,,222.29,0.81,155.74,0.02,0.07,Generatore a combustione,,Gas naturale,24,,,,0.55,0,284.13,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24,0.7,0,28.52,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Dario Benetti,Diploma di laurea in architettura,Ordine degli architetti
1406100014917,10/04/2017,true,false,SONDRIO,,49,69,32,false,false,E.1(1),false,true,false,31,false,false,false,false,false,true,Ristrutturazione impianto,Lombardia,SONDRIO,VIA MAFFEI 90,Ottavo,,46.16390851837835,9.860687835127553,"(46.16390851837835, 9.860687835127553)",E,1961-1976,94.91,0,367.35,0,true,false,false,true,false,false,red,yellow,false,F,240.84,"B (88,62)",,0.34,45.87,67.69,2177.43,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,15,7,176.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,260.04,0.71,185.76,0.07,0.12,Generatore a combustione,,Gas naturale,349,,,,0.84,0.32,222.09,,,,,,,0,0,0,Generatore a combustione,Gas naturale,349,0.94,0.02,18.75,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100025116,27/06/2016,true,false,SONDRIO,,40,332,13,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,VIALE DELLO STADIO 24/A,1°,,46.168320354755984,9.857781397398965,"(46.168320354755984, 9.857781397398965)",E,2008,78.45,0,289.41,0,true,false,false,true,false,false,red,green,false,C,96.24,"B (71,28)",,0,18.31,0,723.41,0,0,0,0,0,0,0,0,0,0,0,0,A1,61.39,1,Fabbricato - involucro opaco,No,16,6,89.09,2,Fabbricato - involucro trasparente,No,10,5,77.9,3,Impianto climatizzazione - inverno,No,12,5,83.64,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,14,4,61.39,0,,87.66,0.3,54.61,0.01,0.01,Generatore a combustione,K50N928191084603,Gas naturale,28,,,,0.76,0,72.18,,,,,,,0,0,0,Generatore a combustione,Gas naturale,28,0.78,0,24.06,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,LILIANA SCHIVALOCCHI,Diploma di geometra,Collegio dei geometri
1406100011117,31/03/2017,true,false,SONDRIO,,32,443,23,false,false,E.1(1),false,true,false,34,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA PARRAVICINI 23,,,46.172239917893876,9.872324656590084,"(46.172239917893876, 9.872324656590084)",E,Prima del 1930,76.09,0,412.74,0,true,false,false,true,false,false,red,green,false,G,365.74,"B (81,81)",,0.61,69.68,99.27,2647.82,0,0,0,0,0,0,0,0,0,0,0,0,C,108.6,1,Fabbricato - involucro opaco,No,20,8,192.72,2,Fabbricato - involucro trasparente,No,20,10,359.12,3,Impianto climatizzazione - inverno,No,20,9,261.53,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,20,6,108.6,0,,132.88,0.32,210.44,0.01,0,Generatore a combustione,,Gas naturale,24.1,,,,0.62,0.6,340.36,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24.1,0.74,0.02,25.38,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,MICHELE SCERESINI,Diploma di geometra,Collegio dei geometri
